REFERENCIA;ITEM;DESCRICAO;VALIDADE;DATA;PRECO1;PRECO2;PRECO3;PRECO4
9813;VESTIDO;VE ISAURINDA;VERAO 2018;04/08/2017;119,9;137,9;206,9;83,9
9814;VESTIDO;VE ISADORA;VERAO 2018;27/07/2017;119,9;137,9;206,9;83,9
9815;SAIA;SA ISILDA;VERAO 2018;27/07/2017;69,9;79,9;119,9;49,9
9816;VESTIDO;VE ISIS;VERAO 2018;25/07/2017;139,9;159,9;239,9;0
9817;VESTIDO;VE ISMALIA;VERAO 2018;21/07/2017;169,9;194,9;293,9;118,9
9818;VESTIDO;VE ISOLDA;VERAO 2018;18/08/2017;119,9;137,9;206,9;0
9819;VESTIDO;VE ISOLETE;VERAO 2018;30/08/2017;114,9;132,9;198,9;79,9
9820;MACACAO;MAC ISOLINA;VERAO 2018;23/08/2017;119,9;137,9;206,9;83,9
9821;SAIA;SA IVA;VERAO 2018;31/07/2017;59,9;68,9;125,9;41,9
9822;VESTIDO;VE IVANA;VERAO 2018;29/07/2017;109,9;125,9;172,9;0
9823;MACACAO;MAC IVANIA;VERAO 2018;09/08/2017;119,9;137,9;206,9;83,9
9824;VESTIDO;VE IVANOELA;VERAO 2018;28/07/2017;129,9;149,9;224,9;89,9
9825;MACACAO;MAC  IVETE;VERAO 2018;25/08/2017;119,9;137,9;206,9;83,9
9826;VESTIDO;VE IVONE;VERAO 2018;17/08/2017;149,9;171,9;258,9;0
9827;MACACAO;MAC JACINTA;VERAO 2018;16/08/2017;129,9;148,9;223,9;90,9
9828;BLUSA;BL JACIRA;VERAO 2018;10/08/2017;59,9;68,9;102,9;0
9829;BLUSA;BL. JADE;VERAO 2017;12/09/2017;59,9;68,9;102,9;41,9
9830;VESTIDO;VE JAEL;VERAO 2018;28/08/2017;149,9;171,9;258,9;104,9
9831;VESTIDO;VE JALMIRA;VERAO 2018;10/08/2017;119,9;137,9;206,9;83,9
9832;VESTIDO;VE FEDORA;VERAO 2018;17/08/2017;114,9;131,9;197,9;83,9
9833;BLUSA;BL JAMILA;VERAO 2018;10/08/2017;59,9;68,9;102,9;41,9
9834;BLUSA;BL JANAINA;VERAO 2018;17/08/2017;39,9;45,9;68,9;29,9
9835;VESTIDO;VE JANDIRA;VERAO 2017;29/08/2017;169,9;195,9;293,9;118,9
9836;VESTIDO;VE JANI;VERAO 2017;29/08/2017;149,9;171,9;258,9;104,9
9837;VESTIDO;VE JANETE;VERAO 2018;28/08/2017;109,9;125,9;189,9;76,9
9838;MACACAO;MAC JANIA;VERAO 2018;09/09/2017;149,9;171,9;258,9;104,9
9841;CONJUNTO;CONJ JANINE;VERAO 2017;05/09/2017;149,9;171,9;258,9;0
9842;VESTIDO;VE JAQUELINE;VERAO 2018;05/09/2017;114,9;131,9;197,9;83,9
9843;VESTIDO;VE JAQUELINE;VERAO 2018;28/09/2017;109,9;125,9;189,9;76,9
9844;VESTIDO;VE JASMINA;VERAO 2018;14/09/2017;109,9;125,9;189,9;76,9
9845;BLUSA;BL JANETE;VERAO 2018;25/08/2017;59,9;68,9;102,9;0
9846;VESTIDO;VE JENI;VERAO 2018;06/10/2017;119,9;137,9;206,9;83,9
9847;VESTIDO;VE JENIFER;VERAO 2018;20/09/2017;169,9;195,9;293,9;118,9
9848;SAIA;SA.JERUSA;VERAO 2017;12/09/2017;65,9;75,9;113,9;46,9
9849;VESTIDO;VE JESSICA;VERAO 2018;31/08/2017;114,9;131,9;197,9;79,9
9850;VESTIDO;VE JEZABEL;VERAO 2018;29/09/2017;109,9;125,9;189,9;76,9
9851;BLUSA;BL JIL;VERAO 2018;20/09/2017;59,9;68,9;102,9;0
9852;BLUSA;BL JITENDRA;VERAO 2018;16/09/2017;59,9;68,9;102,9;41,9
9853;BLUSA;BL JO;VERAO 2018;14/09/2017;59,9;68,9;102,9;41,9
9854;MACACAO;MAC JOANA;VERAO 2018;28/09/2017;129,9;149,9;224,9;90,9
9855;VESTIDO;VE JOANINHA;VERAO 2018;29/09/2017;109,9;125,9;189,9;76,9
9856;VESTIDO;VE JOANINHA;VERAO 2018;22/09/2017;114,9;131,9;206,9;0
9857;VESTIDO;VE JOAQUINA;VERAO 2018;16/10/2017;119,9;137,9;206,9;0
9858;VESTIDO;VE JOCELINA;VERAO 2018;14/09/2017;159,9;183,9;275,9;0
9859;VESTIDO;VE JOELA;VERAO 2018;28/09/2017;129,9;148,9;223,9;89,9
9860;MACACAO;MAC JOELE;VERAO 2018;03/10/2017;149,9;171,9;258,9;104,9
9861;VESTIDO;VE JOELMA;VERAO 2018;23/10/2017;109,9;125,9;189,9;76,9
9862;VESTIDO;VE JOICE;VERAO 2018;29/09/2017;169,9;195,9;293,9;119,9
9863;BLUSA;BL JORACI;VERAO 2018;06/10/2017;64,9;74,9;111,9;44,9
9864;MACACAO;MAC JORDANA;VERAO 2018;20/11/2017;149,9;171,9;258,9;104,9
9865;VESTIDO;VE JORGINA;VERAO 2018;05/10/2017;119,9;137,9;206,9;0
9866;VESTIDO;VE JORJA;VERAO 2018;26/10/2017;119,9;137,9;206,9;83,9
9867;VESTIDO;VE. JOSABETE;VERAO 2018;13/10/2017;159,9;183,9;275,9;0
9868;VESTIDO;VE JOSANA;VERAO 2018;16/10/2017;119,9;137,9;206,9;83,9
9869;VESTIDO;VE JOSCELINA;VERAO 2018;30/10/2017;159,9;184,9;275,9;111,9
9870;MACACAO;MAC JOSEFA;VERAO 2018;16/10/2017;149,9;171,9;258,9;104,9
9871;BLUSA;BL JOSEFINA;VERAO 2018;16/10/2017;64,9;74,9;112,9;0
9872;VESTIDO;VE JOSELENE;VERAO 2018;01/11/2017;119,9;137,9;206,9;83,9
9873;MACACAO;MAC JOSELINA;VERAO 2018;19/10/2017;149,9;171,9;258,9;0
9876;CONJUNTO;CONJ JOSIANA;VERAO 2018;31/10/2017;129,9;148,9;223,9;90,9
9876B;BLUSA;BL JOSIANA;INVERNO 2018;02/05/2018;49,9;57,9;86,9;34,9
9877;VESTIDO;VE JOSIANE;VERAO 2018;06/11/2017;139,9;160,9;240,9;97,9
9878;VESTIDO;VE JOSINA;VERAO 2018;16/10/2017;109,9;125,9;189,9;76,9
9879;VESTIDO;VE JOSUANA;VERAO 2018;27/10/2017;119,9;137,9;206,9;83,9
9880;VESTIDO;VE JOVELINA;VERAO 2016;27/10/2017;139,9;160,9;240,9;97,9
9881;VESTIDO;VE JUDITH;VERAO 2018;27/10/2017;109,9;125,9;189,9;76,9
9882;VESTIDO;VE. JULIA;VERAO 2017;05/12/2017;114,9;149,9;223,9;79,9
9883;VESTIDO;VE JULIANA;VERAO 2018;30/11/2017;109,9;125,9;189,9;76,9
9884;VESTIDO;VE JULIETA;VERAO 2018;30/10/2017;169,9;195,9;293,9;0
9885;VESTIDO;VE JULIETA;VERAO 2018;31/10/2017;149,9;171,9;258,9;104,9
9886;VESTIDO;VE JUNA;VERAO 2018;27/10/2017;149,9;171,9;258,9;104,9
9887;VESTIDO;VE JUNIA;VERAO 2018;09/11/2017;109,9;125,9;189,9;76,9
9888;CALCA;CAL JURACI;VERAO 2018;09/11/2017;89,9;103,9;154,9;62,9
9889;VESTIDO;VE JUSTA;VERAO 2018;10/11/2017;109,9;120,9;180,9;76,9
9890;VESTIDO;VE JUSTINA;VERAO 2018;13/12/2017;114,9;131,9;197,9;79,9
9891;VESTIDO;VE. JUVITA;VERAO 2018;16/11/2017;159,9;184,9;275,9;111,9
9892;VESTIDO;VE KAREN;INVERNO 2018;19/01/2018;109,9;125,9;189,9;76,9
9893;VESTIDO;VE KATIA;VERAO 2018;22/11/2017;119,9;137,9;206,9;83,9
9894;VESTIDO;VE KATIE;VERAO 2018;24/11/2017;109,9;125,9;189,9;76,9
9895;VESTIDO;VE KELLY;VERAO 2018;24/11/2017;109,9;125,9;189,9;76,9
9896;VESTIDO;VE.KYARA;INVERNO 2018;17/11/2017;114,9;131,9;197,9;79,9
9897;VESTIDO;VE LAILA;VERAO 2018;22/11/2017;119,9;137,9;206,9;83,9
9898;VESTIDO;VE LAIRA;VERAO 2018;08/12/2017;109,9;125,9;189,9;76,9
9899;VESTIDO;VE LAIS;VERAO 2018;06/12/2017;159,9;183,9;275,9;111,9
9990;VESTIDO;VE LANA;INVERNO 2018;08/01/2018;149,9;171,9;258,9;104,9
9991;VESTIDO;VE LARA;VERAO 2018;30/11/2017;119,9;137,9;214,9;0
9992;VESTIDO;VE LARISSA;VERAO 2018;07/12/2017;159,9;183,9;275,9;111,9
9993;VESTIDO;VE LAURA;INVERNO 2018;10/01/2018;129,9;148,9;223,9;89,9
9994;VESTIDO;VE LAUREANA;VERAO 2018;30/11/2017;109,9;125,9;189,9;76,9
9995;VESTIDO;VE LAURINA;VERAO 2018;08/12/2017;109,9;125,9;189,9;76,9
9996;VESTIDO;VE LAURINDA;VERAO 2018;08/12/2017;109,9;125,9;180,9;76,9
9997;VESTIDO;VE LAURINE;VERAO 2018;08/12/2017;109,9;125,9;189,9;76,9
9998;VESTIDO;VE LAVINIA;VERAO 2018;11/12/2017;109,9;125,9;189,9;76,9
9999;VESTIDO;VE LEA;VERAO 2018;15/12/2017;159,9;183,9;275,9;111,9
AM79;VESTIDO;VE MARA;VERAO 2019;18/09/2018;119,9;137,9;206,9;0
AN001;VESTIDO;VE MAGDA;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
AN002;VESTIDO;VE MAGNA;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
B1540;VESTIDO;VE MARCELINA;VERAO 2019;18/09/2018;119,9;137,9;206,9;0
ED4515;VESTIDO;VE MAGNOLIA;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
ED4516;VESTIDO;VE MANUELA;VERAO 2019;18/09/2018;119,9;137,9;206,9;0
IMB;BLUSA;BLUSA;INVERNO 2019;12/01/2019;0;50;0;0
IMS;SAIA;SAIA;;12/01/2019;0;50;0;0
IMV;VESTIDO;VESTIDO;INVERNO 2019;12/01/2019;100;100;0;0
M120;VESTIDO;VE. MAR;VERAO 2018;17/09/2018;119,9;137,9;206,9;83,9
M171;VESTIDO;VE MALVINA;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M173;VESTIDO;VE MARCILIA;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M175;VESTIDO;VE LUZIA;VERAO 2019;17/09/2018;119,9;137,9;206,9;0
M176;VESTIDO;VE MAGALI;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M177;VESTIDO;VE. MAGALINE;VERAO 2018;17/09/2018;119,9;137,9;206,9;0
M178;VESTIDO;VE LUSA;VERAO 2019;17/09/2018;119,9;137,9;206,9;83,9
M179;VESTIDO;VE. MABILIA;VERAO 2018;17/09/2018;119,9;137,9;206,9;83,9
M2017;VESTIDO;VE MALENA;VERAO 2019;18/09/2018;119,9;137,9;206,9;0
M2020;VESTIDO;VE MANON;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M2026;VESTIDO;VE MADALENA;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M2030;VESTIDO;VE MAISA;VERAO 2019;18/09/2018;119,9;137,9;206,9;0
M2031;VESTIDO;VE LUSSINGA;VERAO 2019;17/09/2018;119,9;137,9;206,9;83,9
M2032;VESTIDO;VE MAIRA;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M2034;VESTIDO;VE MARCELA;VERAO 2019;18/09/2018;119,9;137,9;206,9;0
M2036;VESTIDO;VE LUZ;VERAO 2019;17/09/2018;119,9;137,9;206,9;83,9
M2039;VESTIDO;VE MADEL;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M2040;VESTIDO;VE LUZINIRA;VERAO 2019;17/09/2018;119,9;137,9;206,9;83,9
M2041;VESTIDO;VE MACATI;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M2043;VESTIDO;VE MAIARA;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M2044;VESTIDO;VE MAITE;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
M2048;VESTIDO;VE. LURDITE;VERAO 2018;17/09/2018;119,9;137,9;206,9;83,9
M2057;VESTIDO;VE MAIDE;VERAO 2019;18/09/2018;119,9;137,9;206,9;83,9
MVT1;VESTIDO;VE JANETE;VERÏ 2014;17/09/2013;149,9;171,9;258,9;0
T110;VESTIDO;VE ELINA;VERÏ 2014;18/07/2013;54,9;74,9;0;0
T88;VESTIDO;VE ELEN;VERÏ 2014;08/07/2013;54,9;75;0;0
V1;VESTIDO;VE MARIA;;28/05/2018;0;99,9;0;0
X;TECIDO;RETALHOS DE TECIDO;INVERNO 2016;19/02/2016;1,9;0;0;0
X3037;BLUSA;BL CACIA;INVERNO 2015;07/04/2015;69,9;79,9;119,9;0
